unix	unixinsert	unixdelete	bives	bivesinsert	bivesdelete	bivesmove	bivesupdate	bivestriggeredinsert	bivestriggereddelete	bivestriggeredmove	bivestriggeredupdate	bivesnode	bivesattribute	bivestext	modeltype	model	version1	version2
810	406	404	154	77	75	2	0	39	39	0	0	76	74	4	SBML	"BIOMD0000000054.xml"	2012-05-20	2012-08-11
102	51	51	46	15	2	28	1	1	1	0	0	30	15	1	SBML	"BIOMD0000000054.xml"	2012-08-11	2012-12-12
2	1	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"MODEL0403988150.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL0403988150.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL0403988150.xml"	2011-09-01	2012-02-08
5	4	1	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL0403988150.xml"	2012-02-08	2012-05-20
44219	22120	22099	3114	2827	29	7	251	36	23	0	0	47	3044	23	SBML	"MODEL0403988150.xml"	2012-05-20	2012-08-11
28	28	0	36	30	0	6	0	25	0	0	0	24	7	5	SBML	"MODEL0403988150.xml"	2012-08-11	2012-12-12
27	1	26	20	0	20	0	0	0	15	0	0	15	5	0	SBML	"MODEL0403988150.xml"	2012-12-12	2013-06-18
9	5	4	8	8	0	0	0	7	0	0	0	3	1	4	SBML	"BIOMD0000000053.xml"	2006-10-03	2007-01-05
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000053.xml"	2007-06-05	2007-09-25
4	2	2	3	1	1	0	1	0	0	0	0	0	0	3	SBML	"BIOMD0000000053.xml"	2007-09-25	2008-03-28
173	91	82	36	17	17	0	2	8	8	0	0	16	18	2	SBML	"BIOMD0000000053.xml"	2008-03-28	2008-08-21
861	433	428	8	6	0	1	1	3	0	0	0	3	2	3	SBML	"BIOMD0000000053.xml"	2008-08-21	2008-12-03
25	4	21	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000053.xml"	2008-12-03	2009-03-25
68	34	34	35	30	1	2	2	0	0	0	0	2	30	3	SBML	"BIOMD0000000053.xml"	2009-06-16	2009-09-02
20	12	8	34	13	8	13	0	5	0	0	0	18	3	13	SBML	"BIOMD0000000053.xml"	2009-09-02	2010-01-26
2	1	1	6	1	2	0	3	0	0	0	0	0	2	4	SBML	"BIOMD0000000053.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000053.xml"	2010-09-30	2011-04-15
4	2	2	2	0	0	0	2	0	0	0	0	0	0	2	SBML	"BIOMD0000000053.xml"	2011-09-01	2012-02-08
13	11	2	23	16	1	3	3	10	0	0	0	9	5	9	SBML	"BIOMD0000000053.xml"	2012-02-08	2012-05-20
905	453	452	89	35	46	1	7	19	25	0	0	34	40	15	SBML	"BIOMD0000000053.xml"	2012-05-20	2012-08-11
102	51	51	45	38	0	6	1	0	0	0	0	6	38	1	SBML	"BIOMD0000000053.xml"	2012-08-11	2012-12-12
180	93	87	23	14	8	0	1	9	4	0	0	12	10	1	SBML	"BIOMD0000000053.xml"	2014-09-16	2015-04-16
106	53	53	16	3	3	3	7	2	2	0	0	5	8	3	SBML	"BIOMD0000000432.xml"	2012-12-12	2013-06-18
699	352	347	58	30	26	2	0	15	12	0	0	31	25	2	SBML	"BIOMD0000000432.xml"	2014-04-11	2014-09-16
14	1	13	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000203.xml"	2008-12-03	2009-03-25
7	6	1	8	4	0	3	1	3	0	0	0	6	1	1	SBML	"BIOMD0000000203.xml"	2009-09-02	2010-01-26
15	2	13	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000203.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000203.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000203.xml"	2011-09-01	2012-02-08
11	7	4	24	11	8	4	1	8	3	0	0	7	5	12	SBML	"BIOMD0000000203.xml"	2012-02-08	2012-05-20
1479	725	754	161	78	74	8	1	39	36	0	0	75	74	12	SBML	"BIOMD0000000203.xml"	2012-05-20	2012-08-11
141	69	72	57	45	5	4	3	0	3	0	0	6	46	5	SBML	"BIOMD0000000203.xml"	2012-08-11	2012-12-12
162	89	73	131	57	15	12	47	52	14	0	0	38	67	26	SBML	"BIOMD0000000203.xml"	2012-12-12	2013-06-18
7	6	1	10	4	0	5	1	3	0	0	0	8	1	1	SBML	"BIOMD0000000218.xml"	2009-09-02	2010-01-26
8	2	6	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000218.xml"	2010-04-27	2010-09-30
30	20	10	25	17	1	6	1	12	0	0	0	12	10	3	SBML	"BIOMD0000000218.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000218.xml"	2011-09-01	2012-02-08
8	6	2	14	10	0	3	1	7	0	0	0	6	2	6	SBML	"BIOMD0000000218.xml"	2012-02-08	2012-05-20
2467	1231	1236	217	103	111	3	0	53	56	0	0	106	98	13	SBML	"BIOMD0000000218.xml"	2012-05-20	2012-08-11
200	100	100	67	58	0	8	1	0	0	0	0	8	58	1	SBML	"BIOMD0000000218.xml"	2012-08-11	2012-12-12
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000092.xml"	2007-06-05	2007-09-25
4	2	2	2	0	0	0	2	0	0	0	0	0	0	2	SBML	"BIOMD0000000092.xml"	2007-09-25	2008-03-28
548	278	270	46	18	26	0	2	9	9	0	0	18	26	2	SBML	"BIOMD0000000092.xml"	2008-03-28	2008-08-21
459	231	228	9	7	0	1	1	3	0	0	0	3	3	3	SBML	"BIOMD0000000092.xml"	2008-08-21	2008-12-03
25	4	21	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000092.xml"	2008-12-03	2009-03-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"BIOMD0000000092.xml"	2009-06-16	2009-09-02
7	6	1	7	4	0	2	1	3	0	0	0	5	1	1	SBML	"BIOMD0000000092.xml"	2009-09-02	2010-01-26
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000092.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000092.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000092.xml"	2011-09-01	2012-02-08
17	11	6	32	17	13	0	2	12	6	0	0	11	9	12	SBML	"BIOMD0000000092.xml"	2012-02-08	2012-05-20
180	87	93	84	41	36	5	2	20	20	0	0	37	35	12	SBML	"BIOMD0000000092.xml"	2012-05-20	2012-08-11
71	33	38	48	30	13	4	1	1	7	0	0	10	34	4	SBML	"BIOMD0000000092.xml"	2012-08-11	2012-12-12
67	36	31	53	18	14	0	21	10	7	0	0	17	35	1	SBML	"BIOMD0000000092.xml"	2013-11-04	2014-04-11
901	881	20	782	675	0	107	0	614	0	0	0	570	198	14	SBML	"BIOMD0000000051.xml"	2006-10-03	2007-01-05
142	115	27	163	78	34	50	1	48	16	0	0	130	32	1	SBML	"BIOMD0000000051.xml"	2007-01-05	2007-06-05
233	113	120	292	145	107	38	2	99	59	0	0	133	102	57	SBML	"BIOMD0000000051.xml"	2007-06-05	2007-09-25
4	2	2	2	0	0	0	2	0	0	0	0	0	0	2	SBML	"BIOMD0000000051.xml"	2007-09-25	2008-03-28
5563	2759	2804	536	260	274	0	2	130	130	0	0	260	274	2	SBML	"BIOMD0000000051.xml"	2008-03-28	2008-08-21
5526	2774	2752	67	22	1	39	5	16	0	0	0	46	17	4	SBML	"BIOMD0000000051.xml"	2008-08-21	2008-12-03
19	1	18	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000051.xml"	2008-12-03	2009-03-25
108	92	16	103	72	28	2	1	52	14	0	0	70	32	1	SBML	"BIOMD0000000051.xml"	2009-03-25	2009-06-16
10	7	3	7	4	2	0	1	3	1	0	0	4	2	1	SBML	"BIOMD0000000051.xml"	2009-06-16	2009-09-02
41	34	7	41	24	6	9	2	17	3	0	0	30	9	2	SBML	"BIOMD0000000051.xml"	2009-09-02	2010-01-26
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000051.xml"	2010-01-26	2010-04-27
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000051.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000051.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000051.xml"	2011-09-01	2012-02-08
18	11	7	38	16	14	7	1	9	6	0	0	17	8	13	SBML	"BIOMD0000000051.xml"	2012-02-08	2012-05-20
962	475	487	586	284	281	2	19	142	142	0	0	282	300	4	SBML	"BIOMD0000000051.xml"	2012-05-20	2012-08-11
931	463	468	334	275	4	54	1	0	3	0	0	57	276	1	SBML	"BIOMD0000000051.xml"	2012-08-11	2012-12-12
15	2	13	22	4	16	2	0	2	11	0	0	13	7	2	SBML	"MODEL1209260000.xml"	2012-12-12	2013-06-18
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230090.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230090.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1006230090.xml"	2012-02-08	2012-05-20
25996	13005	12991	290	116	4	4	166	24	2	0	0	23	262	5	SBML	"MODEL1006230090.xml"	2012-05-20	2012-08-11
28	28	0	36	30	0	6	0	25	0	0	0	24	7	5	SBML	"MODEL1006230090.xml"	2012-08-11	2012-12-12
27	1	26	20	0	20	0	0	0	15	0	0	15	5	0	SBML	"MODEL1006230090.xml"	2012-12-12	2013-06-18
62	31	31	12	0	0	11	1	0	0	0	0	11	0	1	SBML	"BIOMD0000000422.xml"	2012-08-11	2012-12-12
713	698	15	564	469	0	94	1	418	0	0	0	437	116	11	SBML	"BIOMD0000000089.xml"	2007-06-05	2007-09-25
4	2	2	2	0	0	0	2	0	0	0	0	0	0	2	SBML	"BIOMD0000000089.xml"	2007-09-25	2008-03-28
1217	586	631	239	116	119	2	2	58	58	0	0	118	119	2	SBML	"BIOMD0000000089.xml"	2008-03-28	2008-08-21
3199	1601	1598	9	7	0	1	1	3	0	0	0	3	3	3	SBML	"BIOMD0000000089.xml"	2008-08-21	2008-12-03
10	1	9	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000089.xml"	2008-12-03	2009-03-25
52	28	24	81	39	29	11	2	33	25	0	0	45	14	22	SBML	"BIOMD0000000089.xml"	2009-06-16	2009-09-02
298	159	139	174	159	2	8	5	21	0	0	0	21	138	15	SBML	"BIOMD0000000089.xml"	2009-09-02	2010-01-26
9	7	2	11	6	2	0	3	3	0	0	0	3	2	6	SBML	"BIOMD0000000089.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000089.xml"	2010-09-30	2011-04-15
4	2	2	2	0	0	0	2	0	0	0	0	0	1	1	SBML	"BIOMD0000000089.xml"	2011-04-15	2011-09-01
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000089.xml"	2011-09-01	2012-02-08
11	7	4	28	12	9	5	2	8	3	0	0	10	5	13	SBML	"BIOMD0000000089.xml"	2012-02-08	2012-05-20
3290	1650	1640	285	139	136	9	1	70	67	0	0	138	135	12	SBML	"BIOMD0000000089.xml"	2012-05-20	2012-08-11
303	150	153	109	96	5	5	3	0	3	0	0	7	97	5	SBML	"BIOMD0000000089.xml"	2012-08-11	2012-12-12
1541	766	775	277	89	89	3	96	44	44	0	0	93	183	1	SBML	"BIOMD0000000089.xml"	2014-09-16	2015-04-16
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"MODEL0491251823.xml"	2009-06-16	2009-09-02
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL0491251823.xml"	2009-09-02	2010-01-26
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"MODEL0491251823.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL0491251823.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL0491251823.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL0491251823.xml"	2012-02-08	2012-05-20
811	404	407	37	26	7	4	0	8	4	0	0	16	21	0	SBML	"MODEL0491251823.xml"	2012-05-20	2012-08-11
15	15	0	12	12	0	0	0	9	0	0	0	9	3	0	SBML	"MODEL0491251823.xml"	2012-08-11	2012-12-12
33	1	32	30	0	28	2	0	0	21	0	0	21	7	2	SBML	"MODEL0491251823.xml"	2012-12-12	2013-06-18
2	1	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000241.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000241.xml"	2010-09-30	2011-04-15
20	10	10	9	0	0	6	3	0	0	0	0	6	2	1	SBML	"BIOMD0000000241.xml"	2011-04-15	2011-09-01
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000241.xml"	2011-09-01	2012-02-08
5	4	1	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"BIOMD0000000241.xml"	2012-02-08	2012-05-20
995	526	469	98	45	44	9	0	23	25	0	0	48	39	11	SBML	"BIOMD0000000241.xml"	2012-05-20	2012-08-11
57	27	30	24	15	4	4	1	0	3	0	0	6	16	2	SBML	"BIOMD0000000241.xml"	2012-08-11	2012-12-12
574	262	312	61	21	21	4	15	10	10	0	0	24	35	2	SBML	"BIOMD0000000241.xml"	2014-09-16	2015-04-16
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"MODEL0911270004.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL0911270004.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL0911270004.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL0911270004.xml"	2012-02-08	2012-05-20
357	181	176	37	26	6	4	1	8	3	0	0	16	21	0	SBML	"MODEL0911270004.xml"	2012-05-20	2012-08-11
15	15	0	12	12	0	0	0	9	0	0	0	9	3	0	SBML	"MODEL0911270004.xml"	2012-08-11	2012-12-12
33	1	32	30	0	28	2	0	0	21	0	0	21	7	2	SBML	"MODEL0911270004.xml"	2012-12-12	2013-06-18
1058	743	315	434	375	57	0	2	333	2	0	0	256	176	2	SBML	"BIOMD0000000164.xml"	2008-03-28	2008-08-21
3679	1842	1837	7	6	0	1	0	3	0	0	0	3	2	2	SBML	"BIOMD0000000164.xml"	2008-08-21	2008-12-03
10	1	9	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000164.xml"	2008-12-03	2009-03-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"BIOMD0000000164.xml"	2009-06-16	2009-09-02
7	6	1	7	4	0	2	1	3	0	0	0	5	1	1	SBML	"BIOMD0000000164.xml"	2009-09-02	2010-01-26
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000164.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000164.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000164.xml"	2011-09-01	2012-02-08
13	9	4	27	14	10	3	0	10	3	0	0	11	5	11	SBML	"BIOMD0000000164.xml"	2012-02-08	2012-05-20
3714	1860	1854	377	189	186	0	2	103	97	0	0	183	180	14	SBML	"BIOMD0000000164.xml"	2012-05-20	2012-08-11
570	285	285	255	211	12	29	3	10	10	0	0	45	209	1	SBML	"BIOMD0000000164.xml"	2012-08-11	2012-12-12
1109	562	547	135	70	64	0	1	39	34	0	0	72	62	1	SBML	"BIOMD0000000164.xml"	2013-11-04	2014-04-11
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230035.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230035.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1006230035.xml"	2012-02-08	2012-05-20
602	308	294	57	47	4	4	2	24	2	0	0	23	29	5	SBML	"MODEL1006230035.xml"	2012-05-20	2012-08-11
28	28	0	36	30	0	6	0	25	0	0	0	24	7	5	SBML	"MODEL1006230035.xml"	2012-08-11	2012-12-12
27	1	26	20	0	20	0	0	0	15	0	0	15	5	0	SBML	"MODEL1006230035.xml"	2012-12-12	2013-06-18
4	2	2	5	2	2	0	1	1	1	0	0	2	2	1	SBML	"MODEL1101180000.xml"	2011-04-15	2011-09-01
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1101180000.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1101180000.xml"	2012-02-08	2012-05-20
1023	518	505	104	81	7	4	12	8	4	0	0	16	88	0	SBML	"MODEL1101180000.xml"	2012-05-20	2012-08-11
63	39	24	12	12	0	0	0	9	0	0	0	9	3	0	SBML	"MODEL1101180000.xml"	2012-08-11	2012-12-12
81	25	56	30	0	28	2	0	0	21	0	0	21	7	2	SBML	"MODEL1101180000.xml"	2012-12-12	2013-06-18
6	3	3	21	9	9	3	0	7	3	0	0	8	4	9	SBML	"MODEL1111240000.xml"	2012-02-08	2012-05-20
31154	15579	15575	8662	8651	6	4	1	8	3	0	0	16	8646	0	SBML	"MODEL1111240000.xml"	2012-05-20	2012-08-11
15	15	0	12	12	0	0	0	9	0	0	0	9	3	0	SBML	"MODEL1111240000.xml"	2012-08-11	2012-12-12
33	1	32	30	0	28	2	0	0	21	0	0	21	7	2	SBML	"MODEL1111240000.xml"	2012-12-12	2013-06-18
1188	597	591	18	9	5	3	1	6	3	0	0	14	3	1	SBML	"BIOMD0000000516.xml"	2014-04-11	2014-09-16
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230065.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230065.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1006230065.xml"	2012-02-08	2012-05-20
6868	3441	3427	115	100	4	4	7	24	2	0	0	23	87	5	SBML	"MODEL1006230065.xml"	2012-05-20	2012-08-11
28	28	0	36	30	0	6	0	25	0	0	0	24	7	5	SBML	"MODEL1006230065.xml"	2012-08-11	2012-12-12
27	1	26	20	0	20	0	0	0	15	0	0	15	5	0	SBML	"MODEL1006230065.xml"	2012-12-12	2013-06-18
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230069.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230069.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1006230069.xml"	2012-02-08	2012-05-20
4872	2443	2429	97	87	4	4	2	24	2	0	0	23	69	5	SBML	"MODEL1006230069.xml"	2012-05-20	2012-08-11
28	28	0	36	30	0	6	0	25	0	0	0	24	7	5	SBML	"MODEL1006230069.xml"	2012-08-11	2012-12-12
27	1	26	20	0	20	0	0	0	15	0	0	15	5	0	SBML	"MODEL1006230069.xml"	2012-12-12	2013-06-18
41	21	20	15	2	0	11	2	0	0	0	0	11	2	2	SBML	"BIOMD0000000100.xml"	2007-06-05	2007-09-25
4	2	2	2	0	0	0	2	0	0	0	0	0	0	2	SBML	"BIOMD0000000100.xml"	2007-09-25	2008-03-28
521	254	267	143	64	77	0	2	32	32	0	0	64	77	2	SBML	"BIOMD0000000100.xml"	2008-03-28	2008-08-21
1337	678	659	16	7	0	7	2	3	0	0	0	9	4	3	SBML	"BIOMD0000000100.xml"	2008-08-21	2008-12-03
14	1	13	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000100.xml"	2008-12-03	2009-03-25
7	6	1	9	4	0	4	1	3	0	0	0	7	1	1	SBML	"BIOMD0000000100.xml"	2009-09-02	2010-01-26
7	2	5	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000100.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000100.xml"	2010-09-30	2011-04-15
4	2	2	3	1	1	0	1	0	0	0	0	0	0	3	SBML	"BIOMD0000000100.xml"	2011-09-01	2012-02-08
18	13	5	29	15	8	4	2	11	3	0	0	10	6	13	SBML	"BIOMD0000000100.xml"	2012-02-08	2012-05-20
1366	681	685	176	87	87	2	0	47	41	0	0	83	78	15	SBML	"BIOMD0000000100.xml"	2012-05-20	2012-08-11
134	67	67	47	36	0	10	1	0	0	0	0	10	36	1	SBML	"BIOMD0000000100.xml"	2012-08-11	2012-12-12
540	273	267	101	51	45	4	1	27	22	0	0	54	46	1	SBML	"BIOMD0000000100.xml"	2014-04-11	2014-09-16
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000256.xml"	2010-09-30	2011-04-15
88	44	44	35	2	2	29	2	1	1	0	0	31	2	2	SBML	"BIOMD0000000256.xml"	2011-09-01	2012-02-08
34	18	16	61	19	16	25	1	12	7	0	0	40	9	12	SBML	"BIOMD0000000256.xml"	2012-02-08	2012-05-20
5433	2717	2716	466	229	228	9	0	115	117	0	0	232	223	11	SBML	"BIOMD0000000256.xml"	2012-05-20	2012-08-11
683	340	343	272	258	10	4	0	3	6	0	0	12	259	1	SBML	"BIOMD0000000256.xml"	2012-08-11	2012-12-12
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000273.xml"	2011-09-01	2012-02-08
6	3	3	21	9	9	3	0	7	3	0	0	8	4	9	SBML	"BIOMD0000000273.xml"	2012-02-08	2012-05-20
6500	3250	3250	311	153	149	9	0	76	77	0	0	156	145	10	SBML	"BIOMD0000000273.xml"	2012-05-20	2012-08-11
350	171	179	135	111	19	5	0	0	17	0	0	12	116	7	SBML	"BIOMD0000000273.xml"	2012-08-11	2012-12-12
1740	873	867	326	106	106	3	111	52	52	0	0	109	215	2	SBML	"BIOMD0000000273.xml"	2014-04-11	2014-09-16
234	117	117	118	2	2	2	112	1	1	0	0	4	113	1	SBML	"BIOMD0000000273.xml"	2014-09-16	2015-04-16
10	5	5	7	1	0	4	2	0	0	0	0	4	1	2	SBML	"BIOMD0000000113.xml"	2007-06-05	2007-09-25
4	2	2	2	0	0	0	2	0	0	0	0	0	0	2	SBML	"BIOMD0000000113.xml"	2007-09-25	2008-03-28
332	163	169	77	36	39	0	2	18	18	0	0	36	39	2	SBML	"BIOMD0000000113.xml"	2008-03-28	2008-08-21
843	423	420	9	7	0	1	1	3	0	0	0	3	3	3	SBML	"BIOMD0000000113.xml"	2008-08-21	2008-12-03
10	1	9	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000113.xml"	2008-12-03	2009-03-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"BIOMD0000000113.xml"	2009-06-16	2009-09-02
7	6	1	7	4	0	2	1	3	0	0	0	5	1	1	SBML	"BIOMD0000000113.xml"	2009-09-02	2010-01-26
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000113.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000113.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000113.xml"	2011-09-01	2012-02-08
13	9	4	27	14	10	3	0	10	3	0	0	11	5	11	SBML	"BIOMD0000000113.xml"	2012-02-08	2012-05-20
876	441	435	119	61	58	0	0	39	33	0	0	55	50	14	SBML	"BIOMD0000000113.xml"	2012-05-20	2012-08-11
84	42	42	29	20	0	8	1	0	0	0	0	8	20	1	SBML	"BIOMD0000000113.xml"	2012-08-11	2012-12-12
352	176	176	60	29	29	1	1	14	14	0	0	31	28	1	SBML	"BIOMD0000000113.xml"	2013-11-04	2014-04-11
4	2	2	2	0	0	0	2	0	0	0	0	0	0	2	SBML	"BIOMD0000000145.xml"	2007-09-25	2008-03-28
536	260	276	133	65	66	0	2	32	32	0	0	64	67	2	SBML	"BIOMD0000000145.xml"	2008-03-28	2008-08-21
1311	658	653	7	6	0	1	0	3	0	0	0	3	2	2	SBML	"BIOMD0000000145.xml"	2008-08-21	2008-12-03
10	1	9	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000145.xml"	2008-12-03	2009-03-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"BIOMD0000000145.xml"	2009-06-16	2009-09-02
7	6	1	7	4	0	2	1	3	0	0	0	5	1	1	SBML	"BIOMD0000000145.xml"	2009-09-02	2010-01-26
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000145.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000145.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000145.xml"	2011-09-01	2012-02-08
13	9	4	27	14	10	3	0	10	3	0	0	11	5	11	SBML	"BIOMD0000000145.xml"	2012-02-08	2012-05-20
1348	677	671	175	89	86	0	0	53	47	0	0	83	78	14	SBML	"BIOMD0000000145.xml"	2012-05-20	2012-08-11
122	61	61	35	26	0	8	1	0	0	0	0	8	26	1	SBML	"BIOMD0000000145.xml"	2012-08-11	2012-12-12
646	341	305	203	126	70	4	3	97	38	0	0	95	73	35	SBML	"BIOMD0000000145.xml"	2013-11-04	2014-04-11
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000232.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000232.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000232.xml"	2011-09-01	2012-02-08
6	3	3	21	9	9	3	0	7	3	0	0	8	4	9	SBML	"BIOMD0000000232.xml"	2012-02-08	2012-05-20
1916	958	958	242	117	113	10	2	58	59	0	0	121	111	10	SBML	"BIOMD0000000232.xml"	2012-05-20	2012-08-11
268	130	138	125	100	19	6	0	0	17	0	0	13	105	7	SBML	"BIOMD0000000232.xml"	2012-08-11	2012-12-12
1803	873	930	454	177	275	0	2	88	88	0	0	176	276	2	SBML	"BIOMD0000000162.xml"	2008-03-28	2008-08-21
8425	4215	4210	7	6	0	1	0	3	0	0	0	3	2	2	SBML	"BIOMD0000000162.xml"	2008-08-21	2008-12-03
